index,INVC_CONT
32572,4.5417223
32573,4.57069
32574,4.941079
32575,4.4665213
32576,4.4665213
32577,4.6765213
32578,4.8194294
32579,4.438796
32580,4.8730774
32581,4.491805
32582,4.4356337
32583,4.460527
32584,4.413153
32585,4.569131
32586,4.438796
32587,4.641093
32588,4.8194294
32589,4.426709
32590,4.4588604
32591,4.4195566
32592,4.8721447
32593,4.8531466
32594,4.417264
32595,4.448904
32596,4.445608
32597,4.4423103
32598,4.4390316
32599,4.4791255
32600,4.761217
32601,4.451092
32602,4.558663
32603,4.9116116
32604,3.8771393
32605,4.9041348
32606,4.417236
32607,4.636702
32608,4.9608793
32609,4.8027725
32610,4.872137
32611,4.930169
32612,4.455209
32613,4.519474
32614,4.744013
32615,4.531109
32616,4.3997693
32617,4.929246
32618,4.753167
32619,4.366133
32620,4.4372463
32621,4.402545
32622,4.392824
32623,4.6613617
32624,4.513212
32625,4.931856
32626,4.438925
32627,4.418935
32628,4.4156294
32629,4.392824
32630,4.5100274
32631,4.5160875
32632,4.4999123
32633,4.403045
32634,4.4122677
32635,4.4125586
32636,4.45147
32637,4.749259
32638,4.889802
32639,4.529911
32640,4.5264697
32641,4.4494905
32642,4.50146
32643,3.8259685
32644,4.860059
32645,4.9011965
32646,4.423495
32647,4.9320707
32648,4.8999033
32649,4.415673
32650,4.806634
32651,4.7173843
32652,4.459257
32653,4.438925
32654,4.4322214
32655,4.3960533
32656,4.520981
32657,4.525241
32658,4.501607
32659,4.49816
32660,4.451306
32661,4.411969
32662,4.411969
32663,4.4246664
32664,4.4289327
32665,4.477835
32666,4.5429444
32667,4.548128
32668,4.744013
32669,4.838009
32670,4.860059
32671,4.392824
32672,4.548128
32673,4.88706
32674,4.951602
32675,4.530386
32676,4.375017
32677,4.9011936
32678,4.4119587
32679,4.5532627
32680,4.4057918
32681,4.5014505
32682,4.4255524
32683,4.4222336
32684,4.5252304
32685,4.405277
32686,4.396044
32687,4.8050594
32688,4.860051
32689,4.4778233
32690,4.4222336
32691,4.412347
32692,4.396044
32693,4.4141803
32694,4.4246607
32695,4.9032536
32696,4.929288
32697,4.942752
32698,4.5028305
32699,4.402446
32700,4.447342
32701,4.8060455
32702,4.4514556
32703,4.7441406
32704,4.466504
32705,4.4405985
32706,4.9318447
32707,4.8050594
32708,4.500461
32709,4.519463
32710,4.526222
32711,4.425549
32712,4.8060455
32713,5.593075
32714,5.446705
32715,5.4192305
32716,5.055105
32717,5.118717
32718,5.104164
32719,5.101325
32720,5.1065464
32721,5.1057053
32722,5.105439
32723,5.605837
32724,5.606909
32725,5.5959473
32726,5.6532764
32727,5.6371613
32728,5.6371613
32729,5.653265
32730,5.6689663
32731,5.6689663
32732,5.6689663
32733,5.6689663
32734,5.685582
32735,5.685582
32736,5.685602
32737,5.691949
32738,5.691947
32739,5.691947
32740,5.691942
32741,5.676304
32742,5.6763086
32743,5.6762877
32744,5.691942
32745,5.691942
32746,5.691942
32747,5.6762877
32748,5.6762877
32749,5.6831465
32750,5.7079105
32751,5.730418
32752,5.730418
32753,5.730418
32754,5.730425
32755,5.71519
32756,5.7972593
32757,5.959528
32758,6.3429985
32759,6.841408
32760,6.8678513
32761,7.0013704
32762,7.015772
32763,7.13231
32764,7.1650343
32765,7.0320787
32766,6.459174
32767,6.211176
32768,4.4705877
32769,4.455529
32770,4.455529
32771,4.452211
32772,4.442314
32773,4.4163446
32774,4.4131575
32775,4.550145
32776,4.5546503
32777,4.558668
32778,4.558668
32779,4.558668
32780,4.558668
32781,4.561324
32782,4.572817
32783,4.5737085
32784,4.570473
32785,4.570474
32786,4.568536
32787,4.568404
32788,4.491809
32789,4.417267
32790,4.3557434
32791,4.426711
32792,4.427005
32793,4.427574
32794,4.432339
32795,4.435363
32796,4.4356356
32797,4.442385
32798,4.449954
32799,4.4637012
32800,4.4764757
32801,4.476762
32802,4.4770355
32803,4.479126
32804,4.479125
32805,4.497097
32806,4.5731893
32807,4.6783876
32808,4.732067
32809,4.7366734
32810,4.7989426
32811,4.899253
32812,4.9011497
32813,4.9401703
32814,4.9410706
32815,4.942133
32816,4.4756603
32817,4.445611
32818,4.4387975
32819,4.5567207
32820,4.557707
32821,4.558668
32822,4.558668
32823,4.560484
32824,4.572817
32825,4.542887
32826,4.462298
32827,4.476474
32828,4.4916096
32829,4.8231955
32830,4.896924
32831,4.911618
32832,4.942133
32833,4.9608784
32834,4.960845
32835,4.8973074
32836,4.9531727
32837,4.636708
32838,4.9427595
32839,4.8730764
32840,4.4292536
32841,4.4998364
32842,4.912264
32843,4.5730586
32844,4.5740366
32845,4.730507
32846,4.449666
32847,4.57568
32848,4.7328453
32849,4.43577
32850,4.426017
32851,4.568404
32852,4.5434628
32853,4.4387975
32854,4.6783886
32855,4.494351
32856,4.75998
32857,4.4998364
32858,4.960889
32859,4.6767178
32860,4.9410715
32861,4.430167
32862,4.442382
32863,4.8767233
32864,4.4824376
32865,4.569131
32866,4.4325013
32867,4.451665
32868,4.9003916
32869,4.4143286
32870,4.734377
32871,4.8203897
32872,4.4824376
32873,4.442382
32874,4.56818
32875,4.563695
32876,4.416347
32877,4.493635
32878,3.8771393
32879,4.4767604
32880,4.7688513
32881,4.491597
32882,4.55245
32883,4.91494
32884,4.5580397
32885,4.451092
32886,4.680341
32887,4.5681415
32888,4.445608
32889,4.4341316
32890,4.4325013
32891,4.569131
32892,4.8013134
32893,4.801899
32894,4.4325013
32895,4.4325013
32896,4.495426
32897,4.491805
32898,4.5656657
32899,4.56818
32900,4.417236
32901,4.7297077
32902,4.7650356
32903,4.8193073
32904,4.476467
32905,4.495401
32906,4.4917965
32907,4.494342
32908,4.8193073
32909,4.5428543
32910,4.4496574
32911,4.5028453
32912,4.525388
32913,4.6574163
32914,4.54554
32915,4.93334
32916,4.903263
32917,4.744013
32918,4.447354
32919,4.4490504
32920,4.4490504
32921,4.4322214
32922,4.4255614
32923,4.402545
32924,4.402545
32925,4.402545
32926,4.389609
32927,4.520981
32928,4.525374
32929,4.524973
32930,4.403045
32931,4.4255457
32932,4.456498
32933,4.456498
32934,4.540328
32935,4.550701
32936,4.621924
32937,4.6613617
32938,4.806634
32939,4.806634
32940,4.8089266
32941,4.3721056
32942,4.423193
32943,4.4156294
32944,4.423495
32945,4.469354
32946,4.502838
32947,4.8894167
32948,4.9201307
32949,4.399474
32950,4.513212
32951,4.4107037
32952,4.54554
32953,4.436245
32954,4.3960533
32955,4.451306
32956,4.513212
32957,4.9293385
32958,4.4322214
32959,4.5160875
32960,4.5249763
32961,4.415677
32962,4.436245
32963,4.748602
32964,4.7865047
32965,4.8894167
32966,4.9225397
32967,4.930318
32968,4.6613617
32969,4.860056
32970,4.9320707
32971,4.3750315
32972,4.9293385
32973,4.5142007
32974,4.4222336
32975,4.4003515
32976,4.500461
32977,4.748596
32978,4.5264544
32979,4.5146885
32980,4.405277
32981,4.425249
32982,4.751857
32983,4.625264
32984,4.412347
32985,4.415661
32986,4.714163
32987,4.39976
32988,4.4025345
32989,4.5247054
32990,4.4141803
32991,4.4435043
32992,4.469345
32993,4.5429316
32994,4.804945
32995,4.8050594
32996,4.375017
32997,4.5151434
32998,4.9291916
32999,4.4750004
33000,4.6162586
33001,4.480629
33002,4.9333324
33003,4.469345
33004,4.4086885
33005,4.657608
33006,4.5310984
33007,5.604041
33008,5.54935
33009,5.5384674
33010,5.5167503
33011,5.4520607
33012,5.420027
33013,5.3989363
33014,5.3884773
33015,5.0649185
33016,5.101033
33017,5.092102
33018,5.6069164
33019,5.6098814
33020,5.595952
33021,5.626856
33022,5.627426
33023,5.630884
33024,5.638194
33025,5.6532745
33026,5.6371613
33027,5.685582
33028,5.685582
33029,5.685602
33030,5.685602
33031,5.691947
33032,5.691947
33033,5.691947
33034,5.691942
33035,5.6762877
33036,5.6762877
33037,5.691942
33038,5.691947
33039,5.691947
33040,5.6987276
33041,5.6987276
33042,5.6831465
33043,5.700712
33044,5.7079
33045,5.707906
33046,5.7304306
33047,5.730418
33048,5.730418
33049,5.730425
33050,5.7377167
33051,5.959528
33052,6.841997
33053,6.8507385
33054,6.841408
33055,6.8457527
33056,7.012882
33057,7.0415096
33058,7.1402025
33059,6.6569386
33060,6.449691
33061,4.460527
33062,4.4227867
33063,4.5567207
33064,4.558668
33065,4.568404
33066,4.568145
33067,4.417267
33068,4.4113636
33069,4.3557434
33070,4.426711
33071,4.427574
33072,4.427574
33073,4.430169
33074,4.4387975
33075,4.449954
33076,4.4519386
33077,4.4622955
33078,4.4622955
33079,4.476762
33080,4.4770355
33081,4.494356
33082,4.522813
33083,4.6765194
33084,4.759982
33085,4.7688494
33086,4.819314
33087,4.8194304
33088,4.8203897
33089,4.8767195
33090,4.8767195
33091,4.914935
33092,4.9353104
33093,4.9439793
33094,4.9443808
33095,4.5730667
33096,4.568536
33097,4.449666
33098,4.4916096
33099,4.565667
33100,4.636708
33101,4.9399977
33102,4.9400377
33103,4.472277
33104,4.422785
33105,4.476762
33106,4.6765194
33107,4.912938
33108,4.944377
33109,4.469331
33110,4.4705877
33111,4.7328453
33112,4.4272933
33113,4.560484
33114,4.5567207
33115,4.5691347
33116,4.8209534
33117,4.4588585
33118,4.558668
33119,4.494351
33120,4.451667
33121,4.9401274
33122,4.9443808
33123,4.819314
33124,4.899247
33125,3.8771405
33126,4.799532
33127,4.819314
33128,4.904131
33129,4.764406
33130,4.917535
33131,4.497097
33132,4.448904
33133,4.355737
33134,4.647579
33135,4.9608803
33136,4.4390316
33137,4.573309
33138,4.497098
33139,4.4357657
33140,4.555717
33141,4.544012
33142,4.449955
33143,4.417264
33144,4.426709
33145,4.497098
33146,4.914281
33147,4.4323378
33148,4.497098
33149,4.555717
33150,4.85161
33151,4.6765213
33152,4.941079
33153,4.8194294
33154,4.9535875
33155,4.944373
33156,4.4356337
33157,4.9011517
33158,4.4298844
33159,4.43536
33160,4.819315
33161,4.4705887
33162,4.4655466
33163,4.430167
33164,4.4323378
33165,4.438796
33166,4.733614
33167,4.462296
33168,4.497098
33169,4.4423103
33170,4.4423103
33171,4.416347
33172,4.427573
33173,4.451665
33174,4.9301863
33175,4.9401712
33176,4.4227753
33177,4.567546
33178,4.451645
33179,4.6767063
33180,4.852627
33181,4.9527397
33182,4.5428543
33183,4.573044
33184,4.8248615
33185,4.45885
33186,4.6767063
33187,4.411335
33188,4.5685153
33189,4.9320745
33190,4.9059525
33191,4.8998985
33192,4.4259872
33193,4.447356
33194,4.4123516
33195,4.4993258
33196,4.657611
33197,4.7173843
33198,4.4494905
33199,4.366133
33200,4.529911
33201,4.469352
33202,4.5264697
33203,4.943343
33204,4.459257
33205,4.4156294
33206,4.4058
33207,4.527362
33208,4.3721056
33209,4.399474
33210,4.411969
33211,4.4246664
33212,4.4252663
33213,4.4693413
33214,4.4693413
33215,4.548128
33216,4.7441463
33217,4.941228
33218,4.4721804
33219,4.45147
33220,4.5249763
33221,4.744013
33222,4.5264697
33223,4.3960533
33224,4.54813
33225,4.9025784
33226,4.4493084
33227,4.4322214
33228,4.88546
33229,4.9225397
33230,4.4456644
33231,4.3960533
33232,4.5160875
33233,4.530966
33234,4.524973
33235,4.423495
33236,4.477825
33237,4.555833
33238,4.4222374
33239,4.3750315
33240,4.4665136
33241,4.929386
33242,4.8590946
33243,4.396044
33244,4.399291
33245,4.4564943
33246,4.511116
33247,4.932064
33248,4.432209
33249,4.899822
33250,4.530141
33251,4.858138
33252,4.922538
33253,4.4289207
33254,4.7125397
33255,4.418926
33256,4.418926
33257,4.520972
33258,4.402446
33259,4.412257
33260,4.415661
33261,4.4246607
33262,4.469345
33263,4.47782
33264,4.9025764
33265,4.923826
33266,4.7157784
33267,4.447342
33268,4.900487
33269,4.5311117
33270,4.418926
33271,4.499894
33272,4.8870564
33273,4.39946
33274,4.412551
33275,4.4141803
33276,4.6274853
33277,4.943346
33278,4.5310984
33279,4.469335
33280,4.9515877
33281,4.627488
33282,4.5558176
33283,4.624151
33284,4.4000607
33285,4.901881
33286,4.4025345
33287,4.7441406
33288,4.5249634
33289,5.570512
33290,5.5595827
33291,5.582117
33292,5.4192305
33293,5.420027
33294,5.4094524
33295,5.387498
33296,5.3989305
33297,5.3989305
33298,5.3884754
33299,5.0649185
33300,5.118108
33301,5.1037884
33302,5.0913
33303,5.1054344
33304,5.1054344
33305,5.5902796
33306,5.583193
33307,5.606909
33308,5.6125994
33309,5.626856
33310,5.610407
33311,5.6144857
33312,5.630884
33313,5.6532745
33314,5.6371727
33315,5.662611
33316,5.66897
33317,5.66897
33318,5.66897
33319,5.685582
33320,5.6698675
33321,5.685582
33322,5.685582
33323,5.685588
33324,5.6919413
33325,5.676296
33326,5.691947
33327,5.691947
33328,5.691947
33329,5.691947
33330,5.691942
33331,5.691942
33332,5.691942
33333,5.6762877
33334,5.691947
33335,5.691947
33336,5.691947
33337,5.691947
33338,5.691947
33339,5.6987276
33340,5.6831465
33341,5.6987276
33342,5.6987295
33343,5.72322
33344,5.72322
33345,5.7304144
33346,5.730425
33347,5.730425
33348,5.71519
33349,5.730425
33350,5.7377367
33351,5.7377167
33352,5.722563
33353,5.7451153
33354,5.737602
33355,5.81172
33356,6.3429985
33357,6.5264597
33358,6.8507385
33359,6.867853
33360,6.8585815
33361,7.0415096
33362,6.8137827
33363,6.715064
33364,6.449691
33365,4.4756603
33366,4.4705877
33367,4.462206
33368,4.452211
33369,4.43577
33370,4.4292536
33371,4.4163446
33372,4.4163446
33373,4.4131575
33374,4.558668
33375,4.5730586
33376,4.493641
33377,4.491809
33378,4.417267
33379,4.426711
33380,4.429884
33381,4.432339
33382,4.435363
33383,4.435363
33384,4.442385
33385,4.4519386
33386,4.4552174
33387,4.466522
33388,4.4721437
33389,4.4764757
33390,4.479126
33391,4.4916096
33392,4.4916096
33393,4.494351
33394,4.4998364
33395,4.565667
33396,4.565667
33397,4.7297163
33398,4.911686
33399,4.9427595
33400,4.9443808
33401,4.9535847
33402,4.476762
33403,4.9427595
33404,4.455529
33405,4.4227867
33406,4.419553
33407,4.5636992
33408,4.430169
33409,4.494351
33410,4.5706925
33411,4.819314
33412,4.452211
33413,4.6421847
33414,4.7650433
33415,4.4163446
33416,4.6421847
33417,4.802787
33418,4.856183
33419,4.558668
33420,4.5691347
33421,4.4764757
33422,4.460527
33423,4.4356356
33424,4.944377
33425,4.430169
33426,4.41433
33427,4.568145
33428,4.5546503
33429,4.6765194
33430,4.4131575
33431,4.419553
33432,4.4390297
33433,4.819314
33434,4.482437
33435,4.4916096
33436,4.933564
33437,4.555717
33438,4.4356337
33439,4.4791336
33440,4.6767178
33441,4.73207
33442,4.903021
33443,4.4916115
33444,4.872154
33445,4.9427624
33446,4.4195566
33447,4.4298844
33448,4.4323378
33449,4.4323378
33450,4.896927
33451,4.9116116
33452,4.472273
33453,4.8194294
33454,4.6421843
33455,4.63671
33456,4.5681415
33457,4.491805
33458,4.8730774
33459,4.5535803
33460,4.4323378
33461,4.475659
33462,4.554649
33463,4.57403
33464,4.5580363
33465,4.4971943
33466,4.494351
33467,4.430167
33468,4.4260125
33469,4.4770346
33470,4.4998364
33471,4.563132
33472,4.760111
33473,4.7612066
33474,4.416347
33475,4.448904
33476,4.558634
33477,4.768837
33478,4.801299
33479,4.9443703
33480,4.5451064
33481,4.9142694
33482,4.4387903
33483,4.4705877
33484,4.567546
33485,4.4324894
33486,4.764393
33487,4.5202513
33488,4.4141884
33489,4.531109
33490,4.4493084
33491,4.4721804
33492,4.951606
33493,4.392824
33494,4.8999033
33495,4.403045
33496,4.838009
33497,4.477825
33498,4.4511814
33499,4.438925
33500,4.4355655
33501,4.428882
33502,4.4222374
33503,4.3960533
33504,4.5307856
33505,4.526234
33506,4.453095
33507,4.403045
33508,4.443517
33509,4.4493084
33510,4.4511814
33511,4.4693413
33512,4.7173843
33513,4.74529
33514,4.7865047
33515,4.9059486
33516,4.423193
33517,4.8878508
33518,4.531109
33519,4.9225397
33520,4.4693413
33521,4.44061
33522,4.402545
33523,4.7505636
33524,4.903263
33525,4.7846746
33526,4.4322214
33527,4.4322214
33528,4.4058
33529,4.3960533
33530,4.516986
33531,4.5249763
33532,4.4494905
33533,4.447632
33534,4.4246664
33535,4.50146
33536,4.805067
33537,4.806634
33538,4.8106384
33539,4.8998985
33540,4.902583
33541,4.4536257
33542,4.402545
33543,4.5307856
33544,4.4494905
33545,4.7125444
33546,4.621911
33547,4.530143
33548,4.659334
33549,4.39946
33550,4.5429316
33551,4.899822
33552,4.951602
33553,4.428877
33554,4.5310984
33555,4.4086885
33556,4.425536
33557,4.748598
33558,4.5532627
33559,4.469345
33560,4.466504
33561,4.5455265
33562,4.396044
33563,4.512155
33564,4.5247054
33565,4.3098497
33566,4.412257
33567,4.4536176
33568,4.472172
33569,4.748596
33570,4.451174
33571,4.8395643
33572,4.4025345
33573,4.469335
33574,4.450877
33575,4.4289207
33576,4.4355564
33577,4.8411283
33578,4.451174
33579,4.5311117
33580,4.39946
33581,4.4512944
33582,4.5151434
33583,4.520235
33584,4.5253596
33585,4.858138
33586,4.520972
33587,4.499894
33588,4.899822
33589,4.425536
33590,5.570511
33591,5.5711718
33592,5.5384626
33593,5.4299164
33594,5.4299116
33595,5.446705
33596,5.4094496
33597,5.4094496
33598,5.3989305
33599,5.3989305
33600,5.064928
33601,5.101033
33602,5.118108
33603,5.1187344
33604,5.116029
33605,5.101329
33606,5.585788
33607,5.5687447
33608,5.583193
33609,5.6069164
33610,5.606909
33611,5.612589
33612,5.627428
33613,5.6144857
33614,5.630884
33615,5.6532764
33616,5.6532745
33617,5.6532764
33618,5.6371613
33619,5.6371613
33620,5.6689663
33621,5.6689663
33622,5.6689663
33623,5.669862
33624,5.685582
33625,5.6919413
33626,5.691949
33627,5.6919413
33628,5.691942
33629,5.691947
33630,5.691947
33631,5.691947
33632,5.691947
33633,5.691947
33634,5.691942
33635,5.691942
33636,5.691942
33637,5.691947
33638,5.6762877
33639,5.6831646
33640,5.72322
33641,5.72322
33642,5.730418
33643,5.730425
33644,5.7377367
33645,5.722563
33646,5.7526064
33647,6.3119774
33648,6.867854
33649,6.8678513
33650,7.0415
