index,INVC_CONT
32390,4.519486
32391,4.4217887
32392,4.4982834
32393,4.3423715
32394,4.4193163
32395,4.3320436
32396,4.5074224
32397,4.4848566
32398,4.4258986
32399,4.3952317
32400,4.35761
32401,4.389778
32402,4.390131
32403,4.4190974
32404,4.5045333
32405,4.6550574
32406,4.4143567
32407,4.7655025
32408,4.387486
32409,4.3561926
32410,4.61994
32411,4.345031
32412,4.501209
32413,4.6669955
32414,4.412098
32415,4.6687837
32416,3.9828246
32417,4.470885
32418,4.604893
32419,4.396094
32420,4.414036
32421,4.3384714
32422,4.613671
32423,4.659155
32424,4.659532
32425,6.6432266
32426,5.8865833
32427,5.6870317
32428,5.3094797
32429,5.264205
32430,4.7924976
32431,4.6322474
32432,4.9612455
32433,4.9814587
32434,5.022324
32435,4.859575
32436,5.5325193
32437,5.5427914
32438,5.5427914
32439,5.5679064
32440,5.612299
32441,5.6123013
32442,5.612302
32443,5.627424
32444,5.6375427
32445,5.6375427
32446,5.6375427
32447,5.6375427
32448,5.6375427
32449,5.6426754
32450,5.642676
32451,5.6629467
32452,5.6578865
32453,5.6635046
32454,5.6685443
32455,5.6635046
32456,5.663509
32457,5.6782384
32458,5.6732306
32459,5.673233
32460,5.6732345
32461,5.6732345
32462,5.6732345
32463,5.6732345
32464,5.678239
32465,5.6782403
32466,5.6782403
32467,5.673233
32468,5.6834965
32469,5.7245193
32470,5.730072
32471,5.7556944
32472,5.750959
32473,5.766146
32474,5.7719517
32475,6.0084653
32476,6.0341053
32477,6.549956
32478,6.8329024
32479,6.838842
32480,7.110506
32481,6.886425
32482,6.3818583
32483,6.349388
32484,5.850124
32485,4.3645926
32486,4.3994193
32487,4.438259
32488,4.4891753
32489,4.5758243
32490,4.587957
32491,4.6000133
32492,4.5155125
32493,4.4948387
32494,4.446827
32495,4.4466834
32496,4.4466834
32497,4.4465423
32498,4.4465423
32499,4.4465423
32500,4.446003
32501,4.4405336
32502,4.3334727
32503,4.3445606
32504,4.3624473
32505,4.3638787
32506,4.3638787
32507,4.3779945
32508,4.3833494
32509,4.3833494
32510,4.4118166
32511,4.508989
32512,4.508989
32513,4.617029
32514,4.733099
32515,4.779745
32516,4.779746
32517,4.6782527
32518,4.6483374
32519,4.6408267
32520,4.640821
32521,4.6331987
32522,4.6324296
32523,4.6267433
32524,4.635245
32525,4.7116823
32526,4.4529734
32527,4.3511796
32528,4.386345
32529,4.526693
32530,4.587957
32531,4.5247355
32532,4.5068274
32533,4.4948387
32534,4.4406905
32535,4.4406905
32536,4.3377643
32537,4.3511796
32538,4.3833494
32539,4.508989
32540,4.5257144
32541,4.644544
32542,4.6408267
32543,4.6331987
32544,4.6715503
32545,4.6722684
32546,4.7021303
32547,4.7116823
32548,4.716669
32549,4.91373
32550,4.3690615
32551,4.3779945
32552,4.5200577
32553,4.5068274
32554,4.340447
32555,4.3511796
32556,4.3645926
32557,4.733102
32558,4.679443
32559,4.6715503
32560,4.716669
32561,5.8680243
32562,4.662231
32563,4.4405336
32564,4.4124236
32565,4.5204725
32566,4.3797793
32567,4.7703023
32568,4.340447
32569,4.4405336
32570,4.679443
32571,4.6723685
32572,4.440529
32573,4.519051
32574,4.6807485
32575,4.383347
32576,4.383347
32577,4.662229
32578,4.805818
32579,4.3484945
32580,4.7568603
32581,4.4316487
32582,4.34456
32583,4.41889
32584,4.5999928
32585,4.446536
32586,4.3484945
32587,4.61407
32588,4.805818
32589,4.333471
32590,4.4253545
32591,4.5758076
32592,4.758659
32593,4.78679
32594,4.410452
32595,4.4638205
32596,4.476518
32597,4.4891586
32598,4.501724
32599,4.3993816
32600,4.771546
32601,4.363877
32602,4.520049
32603,4.6483345
32604,3.9860718
32605,4.671201
32606,4.410449
32607,4.6081066
32608,5.846336
32609,4.8034916
32610,4.7586546
32611,4.626228
32612,4.3690586
32613,4.4785986
32614,4.7574515
32615,4.436342
32616,4.32784
32617,4.659531
32618,4.7666297
32619,4.3943563
32620,4.3514366
32621,4.4831486
32622,4.519497
32623,4.657342
32624,4.4936852
32625,4.684004
32626,4.344995
32627,4.421289
32628,4.433783
32629,4.519497
32630,4.5006394
32631,4.48702
32632,4.419341
32633,4.3317385
32634,4.3427267
32635,4.343082
32636,4.3901324
32637,4.7628427
32638,4.658591
32639,4.44322
32640,4.421617
32641,4.4143596
32642,4.452068
32643,3.982825
32644,4.7381067
32645,4.625298
32646,4.3561945
32647,4.68632
32648,4.628816
32649,4.3468046
32650,4.7899055
32651,4.7274036
32652,4.266503
32653,4.344995
32654,4.3706794
32655,4.5074406
32656,4.474591
32657,4.4212184
32658,4.4193983
32659,4.419278
32660,4.4146667
32661,4.342373
32662,4.342373
32663,4.357611
32664,4.3627462
32665,4.4225917
32666,4.5045342
32667,4.511154
32668,4.7574515
32669,4.770886
32670,4.7381067
32671,4.519497
32672,4.511154
32673,4.6670036
32674,5.856401
32675,4.4407663
32676,4.3969345
32677,4.6252966
32678,4.3423715
32679,4.517734
32680,4.470885
32681,4.4520674
32682,4.39609
32683,4.408712
32684,4.421213
32685,4.334396
32686,4.5074224
32687,4.7901306
32688,4.738104
32689,4.422591
32690,4.408712
32691,4.4462085
32692,4.5074224
32693,4.345031
32694,4.35761
32695,4.61994
32696,4.6599092
32697,4.889818
32698,4.453788
32699,4.3310275
32700,4.3125367
32701,4.789995
32702,4.390131
32703,4.7575927
32704,4.408593
32705,4.3768964
32706,4.684002
32707,4.7901306
32708,4.4193563
32709,4.4785914
32710,4.421527
32711,4.396088
32712,4.789995
32713,6.646494
32714,5.264205
32715,5.1300054
32716,4.9743247
32717,4.9827857
32718,5.0219398
32719,4.979944
32720,4.870607
32721,4.862369
32722,4.859575
32723,5.530568
32724,5.5325165
32725,5.548261
32726,5.612299
32727,5.61752
32728,5.61752
32729,5.6123013
32730,5.6375427
32731,5.6375427
32732,5.6375427
32733,5.6375427
32734,5.6635046
32735,5.6635046
32736,5.6635056
32737,5.6732306
32738,5.673233
32739,5.673233
32740,5.6732345
32741,5.6782365
32742,5.678239
32743,5.6782403
32744,5.6732345
32745,5.6732345
32746,5.6732345
32747,5.6782403
32748,5.6782403
32749,5.68847
32750,5.724514
32751,5.730072
32752,5.730072
32753,5.730072
32754,5.7300754
32755,5.734884
32756,5.8452888
32757,6.0193853
32758,6.3960752
32759,6.834061
32760,6.84864
32761,6.9737372
32762,6.9874134
32763,7.0954657
32764,7.112082
32765,6.890778
32766,6.0607014
32767,5.8501244
32768,4.379792
32769,4.438259
32770,4.438259
32771,4.4510775
32772,4.4891753
32773,4.587957
32774,4.6000133
32775,4.5395546
32776,4.5295467
32777,4.5200577
32778,4.5200577
32779,4.5200577
32780,4.5200577
32781,4.51329
32782,4.472893
32783,4.4676285
32784,4.447428
32785,4.447429
32786,4.446206
32787,4.446133
32788,4.4316516
32789,4.4104557
32790,4.3887987
32791,4.3334727
32792,4.3338294
32793,4.334544
32794,4.340447
32795,4.344203
32796,4.3445606
32797,4.352969
32798,4.3624473
32799,4.3797793
32800,4.396003
32801,4.3963575
32802,4.3967137
32803,4.3993826
32804,4.3993835
32805,4.4224396
32806,4.5223875
32807,4.664766
32808,4.7361183
32809,4.741984
32810,4.8020024
32811,4.6866884
32812,4.68064
32813,4.6729956
32814,4.68075
32815,4.6909976
32816,4.3600225
32817,4.476534
32818,4.348497
32819,4.5247355
32820,4.5223804
32821,4.5200577
32822,4.5200577
32823,4.5155125
32824,4.472893
32825,4.4406905
32826,4.3779955
32827,4.396003
32828,4.415361
32829,4.8053513
32830,4.6940656
32831,4.6483374
32832,4.6909976
32833,5.846326
32834,5.8680162
32835,4.692827
32836,4.8998556
32837,4.6081114
32838,4.6975713
32839,4.756865
32840,4.5390735
32841,4.425972
32842,4.646469
32843,4.471519
32844,4.4652286
32845,4.7341127
32846,4.3620906
32847,4.525714
32848,4.7371106
32849,4.5142536
32850,4.5513926
32851,4.446133
32852,4.4407663
32853,4.348497
32854,4.6647663
32855,4.418902
32856,4.770152
32857,4.4259696
32858,5.8463345
32859,4.662496
32860,4.6807485
32861,4.337763
32862,4.3529687
32863,4.7493215
32864,4.333436
32865,4.446536
32866,4.5266666
32867,4.3645906
32868,4.683041
32869,4.409489
32870,4.739078
32871,4.805735
32872,4.333436
32873,4.3529687
32874,4.5157056
32875,4.5068197
32876,4.5879374
32877,4.432074
32878,3.9860718
32879,4.3963556
32880,4.7797427
32881,4.415358
32882,4.534476
32883,4.6390285
32884,4.442974
32885,4.363877
32886,4.6674104
32887,4.445998
32888,4.476518
32889,4.520456
32890,4.5266666
32891,4.446536
32892,4.8029585
32893,4.8031797
32894,4.5266666
32895,4.5266666
32896,4.4324884
32897,4.4316487
32898,4.512351
32899,4.5157056
32900,4.410449
32901,4.733095
32902,4.775767
32903,4.8058224
32904,4.396
32905,4.432483
32906,4.431643
32907,4.4188995
32908,4.8058224
32909,4.4406786
32910,4.362087
32911,4.453791
32912,4.421266
32913,4.652259
32914,4.5078497
32915,4.7009735
32916,4.619945
32917,4.7574515
32918,4.312558
32919,4.3060145
32920,4.3060145
32921,4.3706794
32922,4.396101
32923,4.4831486
32924,4.4831486
32925,4.4831486
32926,4.531482
32927,4.474591
32928,4.4212613
32929,4.4211473
32930,4.3317385
32931,4.358674
32932,4.396298
32933,4.396298
32934,4.501211
32935,4.5144506
32936,4.606353
32937,4.657342
32938,4.7899055
32939,4.7899055
32940,4.789453
32941,4.396097
32942,4.3558383
32943,4.433783
32944,4.3561945
32945,4.4121
32946,4.4537888
32947,4.6597776
32948,4.613077
32949,4.327486
32950,4.4936852
32951,4.4524097
32952,4.5078497
32953,4.371594
32954,4.5074406
32955,4.4146667
32956,4.4936852
32957,4.6602902
32958,4.3706794
32959,4.48702
32960,4.421148
32961,4.3468037
32962,4.371594
32963,4.762184
32964,4.788241
32965,4.6597776
32966,4.6205907
32967,4.668784
32968,4.657342
32969,4.7381067
32970,4.686318
32971,4.396938
32972,4.6602902
32973,4.4914293
32974,4.408712
32975,4.328547
32976,4.4193563
32977,4.762181
32978,4.421611
32979,4.4198647
32980,4.334396
32981,4.3583183
32982,4.765393
32983,4.610702
32984,4.4462085
32985,4.3468037
32986,4.723549
32987,4.3278384
32988,4.483129
32989,4.4633956
32990,4.345031
32991,4.3804264
32992,4.4120984
32993,4.5045333
32994,4.790146
32995,4.7901306
32996,4.3969345
32997,4.4892
32998,4.659155
32999,4.4190974
33000,4.5990224
33001,4.4260783
33002,4.70097
33003,4.4120984
33004,4.3384714
33005,4.6525164
33006,4.436336
33007,6.761488
33008,6.2003374
33009,6.093783
33010,5.886616
33011,5.3094635
33012,5.0439453
33013,4.8748198
33014,4.7924976
33015,4.9231424
33016,4.9806776
33017,4.904996
33018,5.5325193
33019,5.5378947
33020,5.548259
33021,5.567908
33022,5.5688963
33023,5.5748415
33024,5.5872717
33025,5.6123033
33026,5.61752
33027,5.6635046
33028,5.6635046
33029,5.6635056
33030,5.6635056
33031,5.673233
33032,5.673233
33033,5.673233
33034,5.6732345
33035,5.6782403
33036,5.6782403
33037,5.6732345
33038,5.673233
33039,5.673233
33040,5.683497
33041,5.683497
33042,5.68847
33043,5.7141848
33044,5.7245183
33045,5.7245193
33046,5.730071
33047,5.730072
33048,5.730072
33049,5.7300754
33050,5.7405047
33051,6.0193853
33052,6.8248973
33053,6.8329024
33054,6.834061
33055,6.8380175
33056,6.9935856
33057,7.01186
33058,7.1018586
33059,6.3279233
33060,6.0470185
33061,4.418907
33062,4.5636435
33063,4.5247355
33064,4.5200577
33065,4.446133
33066,4.446003
33067,4.4104557
33068,4.4085135
33069,4.3887987
33070,4.3334727
33071,4.334544
33072,4.334544
33073,4.3377643
33074,4.348497
33075,4.3624473
33076,4.36495
33077,4.3779945
33078,4.3779945
33079,4.3963575
33080,4.3967137
33081,4.418903
33082,4.4558077
33083,4.662231
33084,4.770155
33085,4.779746
33086,4.8058295
33087,4.8058214
33088,4.8057375
33089,4.7493234
33090,4.7493234
33091,4.639034
33092,4.642308
33093,4.7116823
33094,4.716669
33095,4.4715176
33096,4.446206
33097,4.3620906
33098,4.415361
33099,4.5123534
33100,4.6081095
33101,4.6715503
33102,4.671909
33103,4.3732147
33104,4.5636454
33105,4.3963575
33106,4.662231
33107,4.644544
33108,4.716669
33109,4.386915
33110,4.379792
33111,4.7371106
33112,4.3341875
33113,4.5155125
33114,4.5247355
33115,4.4465423
33116,4.8056784
33117,4.4253745
33118,4.5200577
33119,4.418902
33120,4.3645926
33121,4.672631
33122,4.716669
33123,4.8058295
33124,4.6866827
33125,3.9860733
33126,4.8022575
33127,4.8058295
33128,4.6712065
33129,4.7750893
33130,4.6324296
33131,4.4224396
33132,4.4638205
33133,4.388795
33134,4.6228943
33135,5.846329
33136,4.501724
33137,4.4701757
33138,4.422439
33139,4.514239
33140,4.5271173
33141,4.4408355
33142,4.3624463
33143,4.410452
33144,4.333471
33145,4.422439
33146,4.640819
33147,4.340446
33148,4.422439
33149,4.5271173
33150,4.7884197
33151,4.662229
33152,4.6807485
33153,4.805818
33154,4.9137297
33155,4.716666
33156,4.34456
33157,4.6806364
33158,4.3374047
33159,4.3442016
33160,4.805828
33161,4.3797736
33162,4.399399
33163,4.337763
33164,4.340446
33165,4.3484945
33166,4.7380967
33167,4.3779936
33168,4.422439
33169,4.4891586
33170,4.4891586
33171,4.5879374
33172,4.334543
33173,4.3645906
33174,4.626233
33175,4.672995
33176,4.563606
33177,4.494821
33178,4.3645897
33179,4.6624947
33180,4.7873397
33181,4.886352
33182,4.4406786
33183,4.4715023
33184,4.8050084
33185,4.425338
33186,4.6624947
33187,4.4085054
33188,4.446193
33189,4.6863213
33190,4.6136775
33191,4.628816
33192,4.3592052
33193,4.3125515
33194,4.4462175
33195,4.419321
33196,4.6525173
33197,4.7274036
33198,4.4143596
33199,4.3943563
33200,4.44322
33201,4.4121013
33202,4.421617
33203,4.908659
33204,4.266503
33205,4.433783
33206,4.4709024
33207,4.4219832
33208,4.396097
33209,4.327486
33210,4.342373
33211,4.357611
33212,4.3583183
33213,4.4120984
33214,4.4120984
33215,4.511154
33216,4.7575936
33217,4.845646
33218,4.415601
33219,4.3901324
33220,4.421148
33221,4.7574515
33222,4.421617
33223,4.5074406
33224,4.511153
33225,4.621678
33226,4.387487
33227,4.3706794
33228,4.671904
33229,4.6205907
33230,4.319076
33231,4.5074406
33232,4.48702
33233,4.437391
33234,4.4211473
33235,4.3561945
33236,4.422591
33237,4.5210104
33238,4.408722
33239,4.396938
33240,4.4085937
33241,4.6606717
33242,4.739953
33243,4.5074224
33244,4.4953127
33245,4.396296
33246,4.4982834
33247,4.6863174
33248,4.370667
33249,4.629007
33250,4.4419713
33251,4.7417636
33252,4.6205893
33253,4.3627443
33254,4.7215858
33255,4.421276
33256,4.421276
33257,4.474584
33258,4.3310275
33259,4.3427253
33260,4.3468037
33261,4.35761
33262,4.4120984
33263,4.4225903
33264,4.6216774
33265,4.6258793
33266,4.7254863
33267,4.3125367
33268,4.627179
33269,4.4258986
33270,4.421276
33271,4.4193363
33272,4.6669955
33273,4.3274846
33274,4.343081
33275,4.345031
33276,4.6135817
33277,4.9086556
33278,4.436336
33279,4.412098
33280,5.878382
33281,4.61358
33282,4.5210094
33283,4.609254
33284,4.3281937
33285,4.6234574
33286,4.483129
33287,4.7575927
33288,4.4211426
33289,6.5290847
33290,6.4164705
33291,6.532319
33292,5.1300054
33293,5.0439453
33294,4.958594
33295,4.87439
33296,4.8747926
33297,4.8747926
33298,4.7924743
33299,4.9231424
33300,4.9847264
33301,5.0234165
33302,4.8965044
33303,4.8595853
33304,4.8595853
33305,5.501482
33306,5.5254135
33307,5.5325165
33308,5.5427914
33309,5.567908
33310,5.573283
33311,5.5801945
33312,5.5748415
33313,5.6123033
33314,5.6175165
33315,5.627424
33316,5.6375427
33317,5.6375427
33318,5.6375427
33319,5.6635046
33320,5.6685457
33321,5.6635046
33322,5.6635046
33323,5.663508
33324,5.6732335
33325,5.6782365
33326,5.673233
33327,5.673233
33328,5.673233
33329,5.673233
33330,5.6732345
33331,5.6732345
33332,5.6732345
33333,5.6782403
33334,5.673233
33335,5.673233
33336,5.673233
33337,5.673233
33338,5.673233
33339,5.683497
33340,5.68847
33341,5.683497
33342,5.6834965
33343,5.719672
33344,5.719672
33345,5.7300744
33346,5.7300754
33347,5.7300754
33348,5.734884
33349,5.7300754
33350,5.7405047
33351,5.7405047
33352,5.745277
33353,5.7509584
33354,5.766146
33355,5.840861
33356,6.3960752
33357,6.549956
33358,6.8329024
33359,6.848638
33360,6.849751
33361,7.01186
33362,6.568723
33363,6.414575
33364,6.0470185
33365,4.3600225
33366,4.379792
33367,4.4124236
33368,4.4510775
33369,4.5142536
33370,4.5390735
33371,4.587957
33372,4.587957
33373,4.6000133
33374,4.5200577
33375,4.471519
33376,4.432078
33377,4.4316516
33378,4.4104557
33379,4.3334727
33380,4.3374057
33381,4.340447
33382,4.344203
33383,4.344203
33384,4.352969
33385,4.36495
33386,4.3690615
33387,4.3833494
33388,4.390481
33389,4.396003
33390,4.3993826
33391,4.415361
33392,4.415361
33393,4.418902
33394,4.425972
33395,4.5123534
33396,4.5123534
33397,4.733099
33398,4.648139
33399,4.6975727
33400,4.716669
33401,4.91373
33402,4.3963575
33403,4.6975713
33404,4.438259
33405,4.5636435
33406,4.5758243
33407,4.5068274
33408,4.3377643
33409,4.418902
33410,4.5190506
33411,4.8058295
33412,4.4510775
33413,4.6155543
33414,4.775776
33415,4.587957
33416,4.6155543
33417,4.8034973
33418,4.7833104
33419,4.5200577
33420,4.4465423
33421,4.396003
33422,4.418907
33423,4.3445606
33424,4.716669
33425,4.3377643
33426,4.4094934
33427,4.446003
33428,4.5295467
33429,4.662231
33430,4.6000133
33431,4.5758243
33432,4.50174
33433,4.8058295
33434,4.333458
33435,4.415361
33436,4.635245
33437,4.5271173
33438,4.34456
33439,4.3993826
33440,4.662496
33441,4.736116
33442,4.674702
33443,4.4153595
33444,4.758658
33445,4.6975694
33446,4.5758076
33447,4.3374047
33448,4.340446
33449,4.340446
33450,4.6940603
33451,4.6483345
33452,4.3732033
33453,4.805818
33454,4.6155505
33455,4.608108
33456,4.445998
33457,4.4316487
33458,4.7568603
33459,4.5319924
33460,4.340446
33461,4.3600087
33462,4.52954
33463,4.465221
33464,4.4429736
33465,4.4328895
33466,4.4189005
33467,4.337763
33468,4.5513725
33469,4.3967133
33470,4.4259696
33471,4.5089884
33472,4.7703
33473,4.771544
33474,4.5879374
33475,4.4638205
33476,4.520041
33477,4.77974
33478,4.802957
33479,4.7166634
33480,4.4409814
33481,4.640818
33482,4.348493
33483,4.3797503
33484,4.494821
33485,4.5266542
33486,4.775083
33487,4.476577
33488,4.345032
33489,4.436342
33490,4.387487
33491,4.415601
33492,5.8564014
33493,4.519497
33494,4.628816
33495,4.3317385
33496,4.770886
33497,4.422591
33498,4.389779
33499,4.344995
33500,4.357867
33501,4.3834248
33502,4.408722
33503,4.5074406
33504,4.43848
33505,4.421533
33506,4.414961
33507,4.3317385
33508,4.3804283
33509,4.387487
33510,4.389779
33511,4.4120984
33512,4.7274036
33513,4.7587905
33514,4.788241
33515,4.6136746
33516,4.3558383
33517,4.6645722
33518,4.436342
33519,4.6205907
33520,4.4120984
33521,4.3768964
33522,4.4831486
33523,4.7641315
33524,4.619945
33525,4.7876267
33526,4.3706794
33527,4.3706794
33528,4.4709024
33529,4.5074406
33530,4.484864
33531,4.421148
33532,4.4143596
33533,4.4140406
33534,4.357611
33535,4.452068
33536,4.7901325
33537,4.7899055
33538,4.789023
33539,4.628816
33540,4.6216826
33541,4.392775
33542,4.4831486
33543,4.43848
33544,4.4143596
33545,4.7215867
33546,4.6063533
33547,4.4419703
33548,4.6547422
33549,4.3274846
33550,4.5045333
33551,4.629007
33552,5.856401
33553,4.383404
33554,4.436336
33555,4.3384714
33556,4.3586736
33557,4.762182
33558,4.517734
33559,4.4120984
33560,4.408593
33561,4.507848
33562,4.5074224
33563,4.4959655
33564,4.4633956
33565,4.3763804
33566,4.3427253
33567,4.3927736
33568,4.4156
33569,4.762181
33570,4.389778
33571,4.769162
33572,4.483129
33573,4.412098
33574,4.3894267
33575,4.3627443
33576,4.357848
33577,4.7673683
33578,4.389778
33579,4.4258986
33580,4.3274846
33581,4.414663
33582,4.4892
33583,4.476572
33584,4.4212546
33585,4.7417636
33586,4.474584
33587,4.4193363
33588,4.629007
33589,4.3586736
33590,6.529046
33591,6.419532
33592,6.093758
33593,5.2183867
33594,5.2183566
33595,5.264205
33596,4.9586186
33597,4.9586186
33598,4.8747926
33599,4.8747926
33600,4.9231286
33601,4.9806776
33602,4.9847264
33603,4.9827733
33604,4.9430537
33605,4.9799504
33606,5.4928274
33607,5.4984765
33608,5.5254135
33609,5.5325193
33610,5.5325165
33611,5.5427895
33612,5.5688944
33613,5.5801945
33614,5.5748415
33615,5.612299
33616,5.6123033
33617,5.612299
33618,5.61752
33619,5.61752
33620,5.6375427
33621,5.6375427
33622,5.6375427
33623,5.6685443
33624,5.6635046
33625,5.6732335
33626,5.6732306
33627,5.6732335
33628,5.6732345
33629,5.673233
33630,5.673233
33631,5.673233
